conversion_id,event_id,conversion_timestamp,conversion_value,attribution_model,sku,quantity
conv_alpha_001684,evt_alpha_009007,2024-01-26 00:00:00 CST,221,linear,SKU-036,3
conv_alpha_001685,evt_alpha_002276,2024-01-04 00:00:00 CST,212,last_click,SKU-005,3
conv_alpha_001686,evt_alpha_008769,2024-02-09 00:00:00 CST,470,last_click,SKU-027,3
conv_alpha_001687,evt_alpha_006630,2024-03-21 00:00:00 CST,488,first_click,SKU-075,1
conv_alpha_001688,evt_alpha_002950,2024-03-10 00:00:00 CST,39,last_click,SKU-095,3
conv_alpha_001689,evt_alpha_006476,2024-02-06 00:00:00 CST,469,last_click,SKU-082,1
conv_alpha_001690,evt_alpha_007499,2024-03-07 00:00:00 CST,185,last_click,SKU-081,2
conv_alpha_001691,evt_alpha_006972,2024-01-28 00:00:00 CST,160,last_click,SKU-049,2
conv_alpha_001692,evt_alpha_008217,2024-03-21 00:00:00 CST,427,first_click,SKU-002,4
conv_alpha_001693,evt_alpha_004552,2024-01-24 00:00:00 CST,407,last_click,SKU-075,4
conv_alpha_001694,evt_alpha_004440,2024-01-30 00:00:00 CST,481,first_click,SKU-023,3
conv_alpha_001695,evt_alpha_006208,2024-03-19 00:00:00 CST,259,last_click,SKU-046,2
conv_alpha_001696,evt_alpha_003637,2024-01-16 00:00:00 CST,453,first_click,SKU-065,2
conv_alpha_001697,evt_alpha_003989,2024-02-22 00:00:00 CST,267,last_click,SKU-013,3
conv_alpha_001698,evt_alpha_001556,2024-02-10 00:00:00 CST,81,last_click,SKU-073,1
conv_alpha_001699,evt_alpha_003778,2024-01-04 00:00:00 CST,100,last_click,SKU-094,3
conv_alpha_001700,evt_alpha_006543,2024-02-24 00:00:00 CST,469,last_click,SKU-028,3
conv_alpha_001701,evt_alpha_002035,2024-01-04 00:00:00 CST,108,linear,SKU-069,2
conv_alpha_001702,evt_alpha_007696,2024-01-31 00:00:00 CST,277,linear,SKU-011,2
conv_alpha_001703,evt_alpha_007071,2024-03-12 00:00:00 CST,467,linear,SKU-027,2
conv_alpha_001704,evt_alpha_008374,2024-01-06 00:00:00 CST,112,first_click,SKU-018,3
conv_alpha_001705,evt_alpha_001318,2024-03-18 00:00:00 CST,456,linear,SKU-050,1
conv_alpha_001706,evt_alpha_009443,2024-03-27 00:00:00 CST,45,last_click,SKU-009,1
conv_alpha_001707,evt_alpha_007268,2024-01-24 00:00:00 CST,476,last_click,SKU-098,3
conv_alpha_001708,evt_alpha_003711,2024-02-17 00:00:00 CST,300,last_click,SKU-031,4
conv_alpha_001709,evt_alpha_006012,2024-01-15 00:00:00 CST,203,linear,SKU-027,3
conv_alpha_001710,evt_alpha_004674,2024-03-03 00:00:00 CST,36,first_click,SKU-035,4
conv_alpha_001711,evt_alpha_000880,2024-03-23 00:00:00 CST,142,linear,SKU-051,3
conv_alpha_001712,evt_alpha_004615,2024-03-29 00:00:00 CST,287,first_click,SKU-040,2
conv_alpha_001713,evt_alpha_006142,2024-01-10 00:00:00 CST,347,last_click,SKU-080,3
conv_alpha_001714,evt_alpha_007874,2024-01-01 00:00:00 CST,321,linear,SKU-087,3
conv_alpha_001715,evt_alpha_007083,2024-03-24 00:00:00 CST,217,last_click,SKU-045,3
conv_alpha_001716,evt_alpha_000548,2024-03-05 00:00:00 CST,440,linear,SKU-034,1
conv_alpha_001717,evt_alpha_005913,2024-01-14 00:00:00 CST,155,linear,SKU-065,2
conv_alpha_001718,evt_alpha_000572,2024-01-21 00:00:00 CST,481,first_click,SKU-047,2
conv_alpha_001719,evt_alpha_005619,2024-01-18 00:00:00 CST,434,last_click,SKU-081,1
conv_alpha_001720,evt_alpha_003313,2024-01-18 00:00:00 CST,123,first_click,SKU-036,1
conv_alpha_001721,evt_alpha_006442,2024-03-10 00:00:00 CST,428,first_click,SKU-056,2
conv_alpha_001722,evt_alpha_000265,2024-03-10 00:00:00 CST,470,first_click,SKU-033,2
conv_alpha_001723,evt_alpha_000847,2024-02-09 00:00:00 CST,162,linear,SKU-046,3
conv_alpha_001724,evt_alpha_005961,2024-01-17 00:00:00 CST,95,linear,SKU-014,1
conv_alpha_001725,evt_alpha_006890,2024-01-28 00:00:00 CST,258,first_click,SKU-072,4
conv_alpha_001726,evt_alpha_005916,2024-02-10 00:00:00 CST,202,last_click,SKU-054,1
conv_alpha_001727,evt_alpha_009991,2024-01-04 00:00:00 CST,222,last_click,SKU-069,1
conv_alpha_001728,evt_alpha_002088,2024-02-10 00:00:00 CST,495,linear,SKU-087,3
conv_alpha_001729,evt_alpha_004481,2024-03-07 00:00:00 CST,276,linear,SKU-073,4
conv_alpha_001730,evt_alpha_007241,2024-01-12 00:00:00 CST,181,first_click,SKU-056,4
conv_alpha_001731,evt_alpha_005308,2024-02-10 00:00:00 CST,149,last_click,SKU-025,3
conv_alpha_001732,evt_alpha_000236,2024-01-13 00:00:00 CST,150,linear,SKU-012,1
conv_alpha_001733,evt_alpha_008923,2024-01-31 00:00:00 CST,73,first_click,SKU-012,4
conv_alpha_001734,evt_alpha_003010,2024-03-10 00:00:00 CST,78,linear,SKU-043,3
conv_alpha_001735,evt_alpha_003894,2024-02-16 00:00:00 CST,477,last_click,SKU-096,4
conv_alpha_001736,evt_alpha_000706,2024-03-02 00:00:00 CST,384,linear,SKU-063,1
conv_alpha_001737,evt_alpha_006721,2024-01-13 00:00:00 CST,91,first_click,SKU-085,2
conv_alpha_001738,evt_alpha_004685,2024-01-31 00:00:00 CST,487,last_click,SKU-065,2
conv_alpha_001739,evt_alpha_001308,2024-03-29 00:00:00 CST,48,first_click,SKU-022,4
conv_alpha_001740,evt_alpha_005051,2024-03-18 00:00:00 CST,67,linear,SKU-059,3
conv_alpha_001741,evt_alpha_000125,2024-01-06 00:00:00 CST,45,last_click,SKU-059,3
conv_alpha_001742,evt_alpha_003801,2024-02-23 00:00:00 CST,79,first_click,SKU-043,4
conv_alpha_001743,evt_alpha_005276,2024-01-06 00:00:00 CST,74,last_click,SKU-072,2
conv_alpha_001744,evt_alpha_004245,2024-01-16 00:00:00 CST,467,last_click,SKU-072,2
conv_alpha_001745,evt_alpha_000851,2024-03-05 00:00:00 CST,446,linear,SKU-022,3
conv_alpha_001746,evt_alpha_002072,2024-03-16 00:00:00 CST,166,first_click,SKU-014,2
conv_alpha_001747,evt_alpha_001134,2024-01-24 00:00:00 CST,405,linear,SKU-079,1
conv_alpha_001748,evt_alpha_005961,2024-01-10 00:00:00 CST,305,first_click,SKU-027,2
conv_alpha_001749,evt_alpha_000413,2024-01-09 00:00:00 CST,241,last_click,SKU-023,2
conv_alpha_001750,evt_alpha_003698,2024-03-05 00:00:00 CST,241,linear,SKU-076,3
conv_alpha_001751,evt_alpha_007085,2024-01-23 00:00:00 CST,383,first_click,SKU-098,3
conv_alpha_001752,evt_alpha_005215,2024-02-20 00:00:00 CST,156,first_click,SKU-072,1
conv_alpha_001753,evt_alpha_005346,2024-02-17 00:00:00 CST,378,last_click,SKU-049,4
conv_alpha_001754,evt_alpha_001763,2024-02-23 00:00:00 CST,245,linear,SKU-040,2
conv_alpha_001755,evt_alpha_009464,2024-01-05 00:00:00 CST,47,last_click,SKU-077,3
conv_alpha_001756,evt_alpha_008643,2024-02-24 00:00:00 CST,239,linear,SKU-030,2
conv_alpha_001757,evt_alpha_000284,2024-01-30 00:00:00 CST,220,first_click,SKU-036,1
conv_alpha_001758,evt_alpha_009784,2024-01-30 00:00:00 CST,366,linear,SKU-066,1
conv_alpha_001759,evt_alpha_000666,2024-02-14 00:00:00 CST,79,first_click,SKU-063,2
conv_alpha_001760,evt_alpha_009028,2024-01-10 00:00:00 CST,95,last_click,SKU-024,1
conv_alpha_001761,evt_alpha_008331,2024-03-21 00:00:00 CST,365,first_click,SKU-057,4
conv_alpha_001762,evt_alpha_008079,2024-03-12 00:00:00 CST,455,linear,SKU-007,4
conv_alpha_001763,evt_alpha_005214,2024-03-03 00:00:00 CST,467,linear,SKU-058,3
conv_alpha_001764,evt_alpha_002281,2024-02-24 00:00:00 CST,223,last_click,SKU-053,2
conv_alpha_001765,evt_alpha_002406,2024-03-25 00:00:00 CST,414,first_click,SKU-074,1
conv_alpha_001766,evt_alpha_005573,2024-01-15 00:00:00 CST,455,linear,SKU-068,1
conv_alpha_001767,evt_alpha_000529,2024-02-06 00:00:00 CST,84,last_click,SKU-006,1
conv_alpha_001768,evt_alpha_004334,2024-02-21 00:00:00 CST,411,last_click,SKU-009,3
conv_alpha_001769,evt_alpha_003868,2024-01-04 00:00:00 CST,225,linear,SKU-088,4
conv_alpha_001770,evt_alpha_004491,2024-03-02 00:00:00 CST,168,first_click,SKU-045,1
conv_alpha_001771,evt_alpha_003642,2024-01-14 00:00:00 CST,216,last_click,SKU-079,1
conv_alpha_001772,evt_alpha_004202,2024-01-14 00:00:00 CST,357,first_click,SKU-031,1
conv_alpha_001773,evt_alpha_004136,2024-02-21 00:00:00 CST,189,first_click,SKU-036,4
conv_alpha_001774,evt_alpha_000945,2024-03-17 00:00:00 CST,414,last_click,SKU-047,4
conv_alpha_001775,evt_alpha_009968,2024-03-12 00:00:00 CST,125,linear,SKU-006,2
conv_alpha_001776,evt_alpha_008353,2024-02-05 00:00:00 CST,213,first_click,SKU-016,4
conv_alpha_001777,evt_alpha_002338,2024-02-28 00:00:00 CST,244,first_click,SKU-077,3
conv_alpha_001778,evt_alpha_008221,2024-02-02 00:00:00 CST,237,first_click,SKU-048,4
conv_alpha_001779,evt_alpha_007980,2024-03-24 00:00:00 CST,319,linear,SKU-097,4
conv_alpha_001780,evt_alpha_004585,2024-02-05 00:00:00 CST,400,first_click,SKU-025,3
conv_alpha_001781,evt_alpha_003842,2024-03-09 00:00:00 CST,448,linear,SKU-097,4
conv_alpha_001782,evt_alpha_004936,2024-02-17 00:00:00 CST,84,last_click,SKU-003,4
conv_alpha_001783,evt_alpha_003057,2024-02-24 00:00:00 CST,82,last_click,SKU-087,3
conv_alpha_001784,evt_alpha_007210,2024-02-27 00:00:00 CST,450,first_click,SKU-016,4
conv_alpha_001785,evt_alpha_007466,2024-01-01 00:00:00 CST,328,last_click,SKU-043,4
conv_alpha_001786,evt_alpha_005596,2024-01-13 00:00:00 CST,195,first_click,SKU-033,2
conv_alpha_001787,evt_alpha_007369,2024-01-04 00:00:00 CST,264,linear,SKU-080,1
conv_alpha_001788,evt_alpha_004236,2024-01-05 00:00:00 CST,273,linear,SKU-064,3
conv_alpha_001789,evt_alpha_006420,2024-02-24 00:00:00 CST,468,linear,SKU-088,1
conv_alpha_001790,evt_alpha_005979,2024-01-31 00:00:00 CST,85,last_click,SKU-024,3
conv_alpha_001791,evt_alpha_004640,2024-01-15 00:00:00 CST,165,linear,SKU-028,4
conv_alpha_001792,evt_alpha_004427,2024-03-27 00:00:00 CST,423,last_click,SKU-058,2
conv_alpha_001793,evt_alpha_003596,2024-02-11 00:00:00 CST,93,linear,SKU-064,4
conv_alpha_001794,evt_alpha_008217,2024-02-20 00:00:00 CST,283,last_click,SKU-084,3
conv_alpha_001795,evt_alpha_009085,2024-03-03 00:00:00 CST,478,linear,SKU-075,3
conv_alpha_001796,evt_alpha_002373,2024-03-15 00:00:00 CST,109,linear,SKU-010,3
conv_alpha_001797,evt_alpha_003730,2024-01-24 00:00:00 CST,126,last_click,SKU-087,3
conv_alpha_001798,evt_alpha_003503,2024-01-05 00:00:00 CST,110,linear,SKU-062,1
conv_alpha_001799,evt_alpha_005129,2024-03-21 00:00:00 CST,177,first_click,SKU-061,3
conv_alpha_001800,evt_alpha_004863,2024-02-15 00:00:00 CST,19,linear,SKU-046,1
conv_alpha_001801,evt_alpha_002397,2024-02-24 00:00:00 CST,315,last_click,SKU-014,2
conv_alpha_001802,evt_alpha_001539,2024-02-08 00:00:00 CST,396,last_click,SKU-022,4
conv_alpha_001803,evt_alpha_009464,2024-01-04 00:00:00 CST,79,first_click,SKU-025,3
conv_alpha_001804,evt_alpha_001760,2024-02-06 00:00:00 CST,491,first_click,SKU-079,1
conv_alpha_001805,evt_alpha_007994,2024-03-21 00:00:00 CST,392,linear,SKU-055,2
conv_alpha_001806,evt_alpha_008019,2024-03-12 00:00:00 CST,80,last_click,SKU-003,2
conv_alpha_001807,evt_alpha_009765,2024-01-31 00:00:00 CST,337,linear,SKU-025,4
conv_alpha_001808,evt_alpha_000472,2024-01-01 00:00:00 CST,345,last_click,SKU-061,3
conv_alpha_001809,evt_alpha_009263,2024-01-14 00:00:00 CST,151,first_click,SKU-049,4
conv_alpha_001810,evt_alpha_005057,2024-02-12 00:00:00 CST,200,linear,SKU-075,3
conv_alpha_001811,evt_alpha_003510,2024-01-17 00:00:00 CST,320,last_click,SKU-056,3
conv_alpha_001812,evt_alpha_002433,2024-02-29 00:00:00 CST,167,last_click,SKU-084,4
conv_alpha_001813,evt_alpha_005602,2024-01-21 00:00:00 CST,463,linear,SKU-099,4
conv_alpha_001814,evt_alpha_009996,2024-03-18 00:00:00 CST,19,last_click,SKU-096,2
conv_alpha_001815,evt_alpha_008312,2024-03-03 00:00:00 CST,475,first_click,SKU-087,4
conv_alpha_001816,evt_alpha_009861,2024-01-16 00:00:00 CST,418,first_click,SKU-028,1
conv_alpha_001817,evt_alpha_009562,2024-03-17 00:00:00 CST,473,first_click,SKU-020,4
conv_alpha_001818,evt_alpha_003360,2024-03-11 00:00:00 CST,237,last_click,SKU-011,1
conv_alpha_001819,evt_alpha_002362,2024-02-28 00:00:00 CST,34,first_click,SKU-079,3
conv_alpha_001820,evt_alpha_006624,2024-01-15 00:00:00 CST,86,last_click,SKU-080,2
conv_alpha_001821,evt_alpha_009567,2024-03-16 00:00:00 CST,128,last_click,SKU-001,1
conv_alpha_001822,evt_alpha_001735,2024-02-13 00:00:00 CST,250,last_click,SKU-078,4
conv_alpha_001823,evt_alpha_004657,2024-01-19 00:00:00 CST,83,linear,SKU-095,4
conv_alpha_001824,evt_alpha_001986,2024-01-02 00:00:00 CST,494,first_click,SKU-014,2
conv_alpha_001825,evt_alpha_006807,2024-03-02 00:00:00 CST,75,first_click,SKU-056,1
conv_alpha_001826,evt_alpha_004141,2024-03-15 00:00:00 CST,24,last_click,SKU-008,1
conv_alpha_001827,evt_alpha_000285,2024-03-29 00:00:00 CST,332,first_click,SKU-001,3
conv_alpha_001828,evt_alpha_006935,2024-01-03 00:00:00 CST,458,last_click,SKU-071,2
conv_alpha_001829,evt_alpha_004726,2024-01-11 00:00:00 CST,461,first_click,SKU-011,1
conv_alpha_001830,evt_alpha_004202,2024-03-06 00:00:00 CST,447,linear,SKU-089,1
conv_alpha_001831,evt_alpha_007699,2024-01-09 00:00:00 CST,198,linear,SKU-061,4
conv_alpha_001832,evt_alpha_006121,2024-02-03 00:00:00 CST,137,linear,SKU-097,4
conv_alpha_001833,evt_alpha_007337,2024-01-14 00:00:00 CST,134,first_click,SKU-015,1
conv_alpha_001834,evt_alpha_001525,2024-01-03 00:00:00 CST,272,first_click,SKU-049,4
conv_alpha_001835,evt_alpha_009256,2024-02-22 00:00:00 CST,65,last_click,SKU-026,4
conv_alpha_001836,evt_alpha_001508,2024-01-02 00:00:00 CST,315,last_click,SKU-001,4
conv_alpha_001837,evt_alpha_009591,2024-02-27 00:00:00 CST,67,first_click,SKU-015,2
conv_alpha_001838,evt_alpha_003774,2024-01-12 00:00:00 CST,209,first_click,SKU-042,1
conv_alpha_001839,evt_alpha_000758,2024-02-15 00:00:00 CST,153,last_click,SKU-055,1
conv_alpha_001840,evt_alpha_001925,2024-01-29 00:00:00 CST,139,last_click,SKU-068,4
conv_alpha_001841,evt_alpha_004144,2024-01-08 00:00:00 CST,191,first_click,SKU-004,3
conv_alpha_001842,evt_alpha_004689,2024-02-15 00:00:00 CST,42,first_click,SKU-061,3
conv_alpha_001843,evt_alpha_006584,2024-03-22 00:00:00 CST,476,linear,SKU-079,4
conv_alpha_001844,evt_alpha_006195,2024-03-24 00:00:00 CST,41,first_click,SKU-052,4
conv_alpha_001845,evt_alpha_005401,2024-02-08 00:00:00 CST,495,first_click,SKU-011,3
conv_alpha_001846,evt_alpha_007753,2024-03-02 00:00:00 CST,395,linear,SKU-042,1
conv_alpha_001847,evt_alpha_003085,2024-01-09 00:00:00 CST,16,linear,SKU-057,3
conv_alpha_001848,evt_alpha_001216,2024-01-20 00:00:00 CST,66,first_click,SKU-046,4
conv_alpha_001849,evt_alpha_009765,2024-02-16 00:00:00 CST,253,linear,SKU-008,3
conv_alpha_001850,evt_alpha_000964,2024-02-14 00:00:00 CST,43,linear,SKU-021,4
conv_alpha_001851,evt_alpha_003352,2024-02-16 00:00:00 CST,139,linear,SKU-083,1
conv_alpha_001852,evt_alpha_001895,2024-03-18 00:00:00 CST,160,linear,SKU-095,3
conv_alpha_001853,evt_alpha_002349,2024-03-11 00:00:00 CST,11,linear,SKU-092,2
conv_alpha_001854,evt_alpha_004131,2024-02-21 00:00:00 CST,490,last_click,SKU-056,2
conv_alpha_001855,evt_alpha_000137,2024-01-26 00:00:00 CST,137,linear,SKU-059,4
conv_alpha_001856,evt_alpha_004560,2024-01-01 00:00:00 CST,408,first_click,SKU-098,2
conv_alpha_001857,evt_alpha_006362,2024-02-09 00:00:00 CST,272,last_click,SKU-093,4
conv_alpha_001858,evt_alpha_005012,2024-02-29 00:00:00 CST,152,linear,SKU-092,1
conv_alpha_001859,evt_alpha_004788,2024-03-17 00:00:00 CST,183,last_click,SKU-066,4
conv_alpha_001860,evt_alpha_001826,2024-03-30 00:00:00 CST,140,last_click,SKU-051,1
conv_alpha_001861,evt_alpha_005660,2024-01-01 00:00:00 CST,158,linear,SKU-069,3
conv_alpha_001862,evt_alpha_009794,2024-02-26 00:00:00 CST,99,linear,SKU-045,1
conv_alpha_001863,evt_alpha_007229,2024-01-23 00:00:00 CST,395,linear,SKU-069,3
conv_alpha_001864,evt_alpha_003127,2024-02-10 00:00:00 CST,351,last_click,SKU-036,4
conv_alpha_001865,evt_alpha_001887,2024-03-19 00:00:00 CST,152,last_click,SKU-042,2
conv_alpha_001866,evt_alpha_008773,2024-01-31 00:00:00 CST,413,first_click,SKU-016,3
conv_alpha_001867,evt_alpha_001213,2024-03-23 00:00:00 CST,262,linear,SKU-096,3
conv_alpha_001868,evt_alpha_007968,2024-03-10 00:00:00 CST,382,linear,SKU-032,3
conv_alpha_001869,evt_alpha_008985,2024-02-16 00:00:00 CST,400,linear,SKU-032,1
conv_alpha_001870,evt_alpha_003331,2024-03-21 00:00:00 CST,175,last_click,SKU-082,1
conv_alpha_001871,evt_alpha_008051,2024-01-14 00:00:00 CST,61,last_click,SKU-033,1
conv_alpha_001872,evt_alpha_000671,2024-02-09 00:00:00 CST,378,last_click,SKU-042,3
conv_alpha_001873,evt_alpha_003685,2024-02-08 00:00:00 CST,420,last_click,SKU-048,1
conv_alpha_001874,evt_alpha_009552,2024-01-06 00:00:00 CST,450,linear,SKU-006,2
conv_alpha_001875,evt_alpha_000081,2024-02-10 00:00:00 CST,397,last_click,SKU-067,3
conv_alpha_001876,evt_alpha_006466,2024-02-15 00:00:00 CST,484,last_click,SKU-056,1
conv_alpha_001877,evt_alpha_003965,2024-01-08 00:00:00 CST,23,first_click,SKU-057,1
conv_alpha_001878,evt_alpha_003970,2024-03-28 00:00:00 CST,408,last_click,SKU-014,4
conv_alpha_001879,evt_alpha_000478,2024-01-11 00:00:00 CST,390,first_click,SKU-065,1
conv_alpha_001880,evt_alpha_006205,2024-01-21 00:00:00 CST,316,first_click,SKU-067,1
conv_alpha_001881,evt_alpha_007605,2024-01-07 00:00:00 CST,20,linear,SKU-090,3
conv_alpha_001882,evt_alpha_006291,2024-02-27 00:00:00 CST,128,first_click,SKU-044,4
conv_alpha_001883,evt_alpha_009400,2024-01-22 00:00:00 CST,480,linear,SKU-013,1
conv_alpha_001884,evt_alpha_006022,2024-01-29 00:00:00 CST,438,last_click,SKU-090,2
conv_alpha_001885,evt_alpha_000284,2024-03-23 00:00:00 CST,297,last_click,SKU-057,1
conv_alpha_001886,evt_alpha_003681,2024-03-23 00:00:00 CST,326,linear,SKU-060,4
conv_alpha_001887,evt_alpha_001397,2024-01-23 00:00:00 CST,264,linear,SKU-098,3
conv_alpha_001888,evt_alpha_005381,2024-03-03 00:00:00 CST,180,first_click,SKU-043,4
conv_alpha_001889,evt_alpha_004760,2024-02-25 00:00:00 CST,444,linear,SKU-056,3
conv_alpha_001890,evt_alpha_007870,2024-01-15 00:00:00 CST,456,first_click,SKU-018,2
conv_alpha_001891,evt_alpha_000644,2024-02-07 00:00:00 CST,478,last_click,SKU-053,4
conv_alpha_001892,evt_alpha_000792,2024-02-12 00:00:00 CST,166,first_click,SKU-098,3
conv_alpha_001893,evt_alpha_008634,2024-03-23 00:00:00 CST,191,linear,SKU-044,2
conv_alpha_001894,evt_alpha_001507,2024-03-01 00:00:00 CST,21,first_click,SKU-001,1
conv_alpha_001895,evt_alpha_008932,2024-01-24 00:00:00 CST,342,last_click,SKU-049,4
conv_alpha_001896,evt_alpha_000480,2024-03-30 00:00:00 CST,282,last_click,SKU-063,4
conv_alpha_001897,evt_alpha_004097,2024-01-30 00:00:00 CST,123,first_click,SKU-077,1
conv_alpha_001898,evt_alpha_004852,2024-03-15 00:00:00 CST,68,last_click,SKU-048,1
conv_alpha_001899,evt_alpha_003093,2024-03-08 00:00:00 CST,488,linear,SKU-065,3
conv_alpha_001900,evt_alpha_005778,2024-03-04 00:00:00 CST,18,linear,SKU-043,2
conv_alpha_001901,evt_alpha_000458,2024-03-03 00:00:00 CST,441,linear,SKU-017,1
conv_alpha_001902,evt_alpha_004470,2024-03-20 00:00:00 CST,53,linear,SKU-040,4
conv_alpha_001903,evt_alpha_009739,2024-03-27 00:00:00 CST,316,linear,SKU-050,4
conv_alpha_001904,evt_alpha_000704,2024-03-19 00:00:00 CST,441,last_click,SKU-054,1
conv_alpha_001905,evt_alpha_000304,2024-03-30 00:00:00 CST,177,linear,SKU-024,2
conv_alpha_001906,evt_alpha_007617,2024-02-03 00:00:00 CST,411,last_click,SKU-045,1
conv_alpha_001907,evt_alpha_009315,2024-02-10 00:00:00 CST,16,linear,SKU-093,2
conv_alpha_001908,evt_alpha_003561,2024-02-01 00:00:00 CST,187,linear,SKU-040,4
conv_alpha_001909,evt_alpha_002550,2024-03-22 00:00:00 CST,368,first_click,SKU-015,1
conv_alpha_001910,evt_alpha_000918,2024-01-13 00:00:00 CST,31,last_click,SKU-086,4
conv_alpha_001911,evt_alpha_004114,2024-02-18 00:00:00 CST,109,linear,SKU-039,2
conv_alpha_001912,evt_alpha_000269,2024-01-28 00:00:00 CST,424,last_click,SKU-045,2
conv_alpha_001913,evt_alpha_007282,2024-01-06 00:00:00 CST,307,linear,SKU-009,3
conv_alpha_001914,evt_alpha_006224,2024-01-27 00:00:00 CST,60,first_click,SKU-049,4
conv_alpha_001915,evt_alpha_004841,2024-02-17 00:00:00 CST,209,linear,SKU-061,2
conv_alpha_001916,evt_alpha_000032,2024-02-13 00:00:00 CST,297,first_click,SKU-095,3
conv_alpha_001917,evt_alpha_006923,2024-03-07 00:00:00 CST,249,first_click,SKU-075,3
conv_alpha_001918,evt_alpha_000233,2024-03-17 00:00:00 CST,281,linear,SKU-018,3
conv_alpha_001919,evt_alpha_007726,2024-03-15 00:00:00 CST,468,linear,SKU-039,1
conv_alpha_001920,evt_alpha_003687,2024-02-29 00:00:00 CST,271,first_click,SKU-069,1
conv_alpha_001921,evt_alpha_009556,2024-02-24 00:00:00 CST,130,last_click,SKU-033,1
conv_alpha_001922,evt_alpha_006931,2024-01-23 00:00:00 CST,302,first_click,SKU-080,4
conv_alpha_001923,evt_alpha_008365,2024-01-27 00:00:00 CST,328,first_click,SKU-015,4
conv_alpha_001924,evt_alpha_000946,2024-02-29 00:00:00 CST,206,first_click,SKU-078,3
conv_alpha_001925,evt_alpha_005313,2024-01-29 00:00:00 CST,14,first_click,SKU-098,3
conv_alpha_001926,evt_alpha_009768,2024-01-22 00:00:00 CST,71,last_click,SKU-048,2
conv_alpha_001927,evt_alpha_006275,2024-02-02 00:00:00 CST,90,first_click,SKU-008,4
conv_alpha_001928,evt_alpha_000396,2024-01-26 00:00:00 CST,444,linear,SKU-047,4
conv_alpha_001929,evt_alpha_000959,2024-01-27 00:00:00 CST,311,first_click,SKU-063,4
conv_alpha_001930,evt_alpha_003567,2024-02-12 00:00:00 CST,482,last_click,SKU-024,1
conv_alpha_001931,evt_alpha_009003,2024-03-06 00:00:00 CST,326,linear,SKU-023,3
conv_alpha_001932,evt_alpha_002391,2024-02-25 00:00:00 CST,465,first_click,SKU-085,1
conv_alpha_001933,evt_alpha_009626,2024-02-12 00:00:00 CST,341,last_click,SKU-054,1
conv_alpha_001934,evt_alpha_005470,2024-02-11 00:00:00 CST,39,first_click,SKU-049,1
conv_alpha_001935,evt_alpha_000853,2024-01-15 00:00:00 CST,352,first_click,SKU-043,3
conv_alpha_001936,evt_alpha_002131,2024-02-11 00:00:00 CST,358,last_click,SKU-032,4
conv_alpha_001937,evt_alpha_009263,2024-03-17 00:00:00 CST,363,linear,SKU-025,3
conv_alpha_001938,evt_alpha_005375,2024-01-24 00:00:00 CST,461,linear,SKU-036,2
conv_alpha_001939,evt_alpha_001245,2024-02-09 00:00:00 CST,207,first_click,SKU-007,4
conv_alpha_001940,evt_alpha_000844,2024-02-12 00:00:00 CST,221,last_click,SKU-024,2
conv_alpha_001941,evt_alpha_006654,2024-01-26 00:00:00 CST,227,first_click,SKU-036,1
conv_alpha_001942,evt_alpha_007876,2024-01-06 00:00:00 CST,43,last_click,SKU-095,1
conv_alpha_001943,evt_alpha_002707,2024-02-27 00:00:00 CST,213,linear,SKU-011,2
conv_alpha_001944,evt_alpha_002161,2024-02-09 00:00:00 CST,215,first_click,SKU-021,4
conv_alpha_001945,evt_alpha_006852,2024-02-15 00:00:00 CST,332,linear,SKU-026,2
conv_alpha_001946,evt_alpha_007966,2024-03-14 00:00:00 CST,213,last_click,SKU-017,3
conv_alpha_001947,evt_alpha_002989,2024-01-08 00:00:00 CST,468,first_click,SKU-083,2
conv_alpha_001948,evt_alpha_009016,2024-01-08 00:00:00 CST,473,first_click,SKU-021,4
conv_alpha_001949,evt_alpha_009661,2024-03-11 00:00:00 CST,52,first_click,SKU-021,2
conv_alpha_001950,evt_alpha_004099,2024-02-22 00:00:00 CST,419,last_click,SKU-011,1
conv_alpha_001951,evt_alpha_006185,2024-03-16 00:00:00 CST,421,linear,SKU-040,3
conv_alpha_001952,evt_alpha_009521,2024-02-14 00:00:00 CST,407,last_click,SKU-084,1
conv_alpha_001953,evt_alpha_007463,2024-03-14 00:00:00 CST,124,last_click,SKU-027,1
conv_alpha_001954,evt_alpha_001831,2024-03-21 00:00:00 CST,457,linear,SKU-059,4
conv_alpha_001955,evt_alpha_005657,2024-02-27 00:00:00 CST,376,first_click,SKU-008,2
conv_alpha_001956,evt_alpha_001723,2024-02-19 00:00:00 CST,489,first_click,SKU-092,2
conv_alpha_001957,evt_alpha_007429,2024-03-14 00:00:00 CST,406,linear,SKU-078,1
conv_alpha_001958,evt_alpha_009119,2024-03-21 00:00:00 CST,346,last_click,SKU-001,3
conv_alpha_001959,evt_alpha_009960,2024-01-11 00:00:00 CST,226,first_click,SKU-099,4
conv_alpha_001960,evt_alpha_008879,2024-01-26 00:00:00 CST,392,last_click,SKU-082,2
conv_alpha_001961,evt_alpha_003880,2024-02-05 00:00:00 CST,101,last_click,SKU-044,1
conv_alpha_001962,evt_alpha_001096,2024-02-12 00:00:00 CST,160,last_click,SKU-043,2
conv_alpha_001963,evt_alpha_002036,2024-01-22 00:00:00 CST,283,linear,SKU-065,3
conv_alpha_001964,evt_alpha_006669,2024-02-20 00:00:00 CST,472,linear,SKU-015,2
